"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"2415933-42-3"	"Ronapreve"	"casirivimab"	"Casirivimab "	"2415933-42-3"	"casirivimab"	NA	NA	NA	NA	""	"Casirivimab is a recombinant human IgG1 monoclonal antibody targeting the receptor binding domain of the spike protein of SARS-CoV-2; a protein playing an important role in viral attachment, fusion, and entry into the cell.3,6 Together with imdevimab, casirivimab neutralizes the spike protein of SARS-CoV-2.6
Target
Actions
Organism

ASpike glycoprotein

binder
SARS-CoV-2"	"DB15941"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2417899-77-3"	"Comirnaty"	"tozinameran"	"Tozinameran"	"2417899-77-3"	"pfizer-biontech covid-19 vaccine"	NA	NA	NA	NA	""	"Comirnaty contains nucleoside modified mRNA (modRNA) encapsulated in lipid nanoparticles that deliver the modRNA into host cells. The lipid nanoparticle formulation facilitates the delivery of the RNA into human cells.12 Once inside these cells, the modRNA is translated by host machinery to produce a modified SARS-CoV-2 spike (S) protein antigen, which is subsequently recognized by the host immune system. Comirnaty has been shown to elicit both neutralizing antibody and cellular immune responses to the S protein, which helps protect against subsequent SARS-CoV-2 infection.7,8"	"DB15696"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2418-14-6"	"Dmsa Institute Of Isotopes"	"dimercaptosuccinic acid"	"Dimercaptosuccinic Acid"	"2418-14-6"	"dimercaptosuccinic acid"	"ACTRVOBWPAIOHC-UHFFFAOYSA-N"	"1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)"	"OC(=O)C(S)C(S)C(O)=O"	NA	"2.43 mg/mL"	"Target
Actions
Organism

UMercury

chelator
Humans

UArsenic

chelator
Humans"	"DB14089"	"304-55-2"	9354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24219-97-4"	"Mianserin Mylan"	"mianserin"	"Mianserin"	"24219-97-4"	"mianserin"	"UEQUQVLFIPOEMF-UHFFFAOYSA-N"	"1S/C18H20N2/c1-19-10-11-20-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(20)13-19/h2-9,18H,10-13H2,1H3"	"CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21"	"N06AX03"	"0.232 mg/mL"	"Mianserin's mechanism of therapeutic action is not well understood, although it apparently blocks alpha-adrenergic, histamine H1, and some types of serotonin receptors.
Target
Actions
Organism

UAlpha-2A adrenergic receptor

antagonist
Humans

U5-hydroxytryptamine receptor 2A

antagonist
Humans

U5-hydroxytryptamine receptor 2C

antagonist
Humans

UHistamine H1 receptor

antagonist
Humans

USodium-dependent noradrenaline transporter

inhibitor
Humans

USodium-dependent serotonin transporter

inhibitor
Humans

UHistamine H4 receptor

binder
Humans

U5-hydroxytryptamine receptor 1A

blocker
Humans

UAlpha-2C adrenergic receptor

antagonist
Humans

U5-hydroxytryptamine receptor 2B

binder
Humans

U5-hydroxytryptamine receptor 1F

binder
Humans

UAlpha-2B adrenergic receptor

antagonist
Humans

UDopamine D3 receptor

binder
Humans

UKappa-type opioid receptor

agonist
Humans

USodium-dependent dopamine transporter

binder
Humans

U5-hydroxytryptamine receptor 7

antagonist
Humans

UDopamine D2 receptor

antagonist
Humans

U5-hydroxytryptamine receptor 6

binder
Humans

UAlpha-1 adrenergic receptors

antagonist
Humans

UD(1) dopamine receptor

binder
Humans"	"DB06148"	NA	4184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2423943-37-5"	"Bamlanivimab"	"bamlanivimab"	"Bamlanivimab"	"2423943-37-5"	"bamlanivimab"	NA	NA	NA	NA	""	"Bamlanivimab is a neutralizing recombinant human IgG1<U+03BA> monoclonal antibody directed against the spike (S) surface protein of SARS-CoV-2 derived from screening antigen-specific B-cells from a convalescent COVID-19 patient.1,7 X-ray crystallography and cryo-EM structural determination suggest that bamlanivimab binds the receptor-binding domain (RBD) of the S protein at a position overlapping the ACE2 binding site and which is accessible in both the up and down conformations of the RBD.1 Specifically, bamlanivimab binds to the S protein with a KD of 0.071 nM and blocks S protein-ACE2 interactions with an IC50 value of 0.025 µg/mL.7
Target
Actions
Organism

ASpike glycoprotein

antagonist
SARS-CoV-2"	"DB15718"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"242478-37-1"	"Adablok"	"solifenacin succinate"	"Solifenacin Succinate"	"242478-37-1"	"solifenacin"	"FBOUYBDGKBSUES-VXKWHMMOSA-N"	"1S/C23H26N2O2/c26-23(27-21-16-24-13-10-18(21)11-14-24)25-15-12-17-6-4-5-9-20(17)22(25)19-7-2-1-3-8-19/h1-9,18,21-22H,10-16H2/t21-,22-/m0/s1"	"O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1"	"G04BD08|G04CA53"	"0.0729 mg/mL"	"Solifenacin is a competitive muscarinic receptor antagonist.3 It has the highest affinity for M3, M1, and M2 muscarinic receptors.1 80% of the muscarinic receptors in the bladder are M2, while 20% are M3.2 Solifenacin's antagonism of the M3 receptor prevents contraction of the detrusor muscle, while antagonism of the M2 receptor may prevent contraction of smooth muscle in the bladder.2
Target
Actions
Organism

AMuscarinic acetylcholine receptor M3

antagonist
Humans

UMuscarinic acetylcholine receptor M2

antagonist
Humans

UMuscarinic acetylcholine receptor M4

antagonist
Humans

UMuscarinic acetylcholine receptor M5

antagonist
Humans

UMuscarinic acetylcholine receptor M1

antagonist
Humans"	"DB01591"	"242478-38-2"	216457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24280-93-1"	"Ácido Micofenólico Accord"	"mycophenolate sodium"	"Mycophenolate Sodium"	"24280-93-1"	"mycophenolic acid"	"HPNSFSBZBAHARI-RUDMXATFSA-N"	"1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+"	"COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C"	"L04AA06"	"0.0355 mg/mL"	"Mycophenolic acid is a selective noncompetitive and reversible inhibitor of inosine monophosphate dehydrogenase (IMPDH), that blocks the conversion of inosine-5-phosphate and xanthine-5-phosphate to guanosine-5-phosphate.2,8 By inhibiting IMPDH, mycophenolic acid interferes with the de novo pathway of guanosine nucleotide synthesis without incorporation into DNA. While other cell types are able to use salvage pathways, T- and B-lymphocyte proliferation is a mechanism heavily dependent on the de novo synthesis of purines. Therefore, mycophenolic acid has potent cytostatic effects on T- and B- and lymphocytes.2,8 Mycophenolic acid also suppresses antibody formation by B-lymphocytes and prevents the glycosylation of lymphocyte and monocyte glycoproteins involved in intercellular adhesion to endothelial cells.9
Target
Actions
Organism

AInosine-5'-monophosphate dehydrogenase 2

inhibitor
Humans

AInosine-5'-monophosphate dehydrogenase 1

inhibitor
Humans"	"DB01024"	"37415-62-6"	23665584	"Mycophenolic Acid"	"C17H20O6"	320.3	"CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O"	"CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O"	"InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+"	"HPNSFSBZBAHARI-RUDMXATFSA-N"	"(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid"	3.2	320.12598835
"24305-27-9"	"Trh"	"protirelin"	"Protirelin"	"24305-27-9"	"protirelin"	"XNSAINXGIQZQOO-SRVKXCTJSA-N"	"1S/C16H22N6O4/c17-14(24)12-2-1-5-22(12)16(26)11(6-9-7-18-8-19-9)21-15(25)10-3-4-13(23)20-10/h7-8,10-12H,1-6H2,(H2,17,24)(H,18,19)(H,20,23)(H,21,25)/t10-,11-,12-/m0/s1"	"[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O"	"V04CJ02"	"4.18 mg/mL"	"Target
Actions
Organism

AThyrotropin Releasing Hormone Receptor

ligand
Humans"	"DB09421"	"117217-40-0"	638678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2444-46-4"	"Abc Lokale Schmerz-Therapie Wärme-Pflaster Mit Sensitiv-Vlies"	"nonivamide"	"Nonivamide"	"2444-46-4"	"nonivamide"	"RGOVYLWUIBMPGK-UHFFFAOYSA-N"	"1S/C17H27NO3/c1-3-4-5-6-7-8-9-17(20)18-13-14-10-11-15(19)16(12-14)21-2/h10-12,19H,3-9,13H2,1-2H3,(H,18,20)"	"CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1"	NA	"0.0233 mg/mL"	"Nonivamide is a naturally occurring analog of Capsaicin, isolated from peppers, described to produce effects similar to Capsaicin. It is an agonist of the VR1 (vanilloid/TRPV1 receptor) 10. It serves as a transient agonist of these receptors, which are potentiated by pro-inflammatory drugs, a phenomenon that leads to thermal hyperalgesia, or increased heat sensation 9.
Nonivamide has been shown to stimulate afferent neurons with about half the potency of Capsaicin. Agonism of the VR1 (TRPV1) (vanilloid) receptor by Nonivamide was demonstrated to induce the release of Ca2+ from the endoplasmic reticulum (ER) of human lung cells, producing ER stress and cell death MSDS.
Nonivamide, like other capsaicinoids, acts on the vanilloid receptors located in the peripheral afferent nerve fibers, providing short-acting irritant and algesic properties. Applied dermally, these substances act by stimulating sensitive chemoreceptors of the skin and by reflex, hyperemia and a local elevation in temperature. After repetitive administration, capsaicinoids have been reported to lead to desensitization to nociceptive stimuli possibly by long-acting depletion of peptide neurotransmitters (substance P) from peripheral sensory neurons. Capsaicinoids can modulate muscle tone (in bladder, bronchus etc.). Intravenous injection of nonivamide to rats (10 µg/kg) has been found to lead to bradycardia. The cardiovascular effects are partly explained by substance P release. Nonivamide given to rats subcutaneously (1 mg/kg) was found to cause body temperature decrease, vasodilatation, and increased salivation. Capsaicinoids have shown to illicit bronchospastic effects in guinea pigs. Capsaicin and its analogs were reported to increase barbiturate sleeping time in rats by interacting with hepatic metabolizing enzymes 15.
Target
Actions
Organism

ATransient receptor potential cation channel subfamily V member 1

agonist
Humans"	"DB11324"	"2444-46-4"	2998	"Nonivamide"	"C17H27NO3"	293.4	"CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC"	"CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC"	"InChI=1S/C17H27NO3/c1-3-4-5-6-7-8-9-17(20)18-13-14-10-11-15(19)16(12-14)21-2/h10-12,19H,3-9,13H2,1-2H3,(H,18,20)"	"RGOVYLWUIBMPGK-UHFFFAOYSA-N"	"N-[(4-hydroxy-3-methoxyphenyl)methyl]nonanamide"	4.2	293.19909372
"2444308-95-4"	"Regkirona"	"regdanvimab"	"Regdanvimab"	"2444308-95-4"	"regdanvimab"	NA	NA	NA	NA	""	"Regdanvimab is a recombinant human IgG1 monoclonal antibody that is targeted at the receptor binding domain (RBD) of the SARS-CoV-2 spike protein.4,7 The interaction between viral spike proteins and angiotensin-converting enzyme 2 (ACE2) receptors facilitates viral entry into host cells - in blocking this interaction, regdanvimab neutralizes SARS-CoV-2 by preventing cellular entry and subsequent viral replication. The binding interaction between regdanvimab and the spike protein RBD is different as compared to most other neutralizing antibodies, as it appears regdanvimab binds to the RBD protein trimer exclusively in its \up\ conformation and in an orientation distinct from most other ACE2-blocking antibodies.2
Target
Actions
Organism

ASpike glycoprotein

antibody
SARS-CoV-2"	"DB16405"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"244767-67-7"	"Dapivirine Vaginal Ring International Partnership For Microbicides Belgium (Ipm Belgium)"	"dapivirine"	"Dapivirine"	"244767-67-7"	"dapivirine"	"ILAYIAGXTHKHNT-UHFFFAOYSA-N"	"1S/C20H19N5/c1-13-10-14(2)19(15(3)11-13)24-18-8-9-22-20(25-18)23-17-6-4-16(12-21)5-7-17/h4-11H,1-3H3,(H2,22,23,24,25)"	"CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1"	"G01AX17"	"0.017 mg/mL"	"Target
Actions
Organism

UGag-Pol polyprotein

Not Available"	"DB08639"	"244767-67-7"	214347	"Dapivirine"	"C20H19N5"	329.4	"CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C"	"CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C"	"InChI=1S/C20H19N5/c1-13-10-14(2)19(15(3)11-13)24-18-8-9-22-20(25-18)23-17-6-4-16(12-21)5-7-17/h4-11H,1-3H3,(H2,22,23,24,25)"	"ILAYIAGXTHKHNT-UHFFFAOYSA-N"	"4-[[4-(2,4,6-trimethylanilino)pyrimidin-2-yl]amino]benzonitrile"	4.8	329.16404563
"246539-15-1"	"Inductos"	"dibotermin alfa"	"Dibotermin Alfa"	"246539-15-1"	"dibotermin alfa"	NA	NA	NA	"M05BC01"	""	"In the same pathway shared by endogenous BMPs, recombinant human BMP-2 (rhBMP-2) binds and initiates intracellular signal cascade through an oligomeric transmembrane receptor complex formed by type I and II serine/threonine kinase receptor proteins 4. These BMP receptors are expressed on the surface of mesenchymal cells and upon binding of BMP-2 to the BMP receptor type II, type II receptor phosphorylates and activates type I receptor. Type I receptor may also undergo autophosphorylation. Activated BMP type I receptor then phosphorylates intracellular effector proteins, the receptor-regulated Smads (R-Smads) 2. Smad1, Smad 5 and Smad 8 associate with the Co-Smad, Smad4 and once activated via complex formation, they translocate to the nucleus where they associate with other transcription factors and bind promoters of target genes to control their expression 2. This ultimately results in bone formation at the site of implantation. Dibotermin alfa causes mesenchymal cells to differentiate into cartilage- and bone-forming cells. Implantation of dibotermin alfa in trabecular bone results in transient resorption of the bone surrounding the implant, followed by replacement of degraded matrix by newly differentiated cells 5.
In human bone cells isolated from adult mandibulae, recombinant human BMP-2 (rhBMP-2) was shown to stimulate the activity of early biomarkers of osteoblast differentiation, including alkaline phosphatase and parathyroid hormone (PTH)-dependent 3', 5'-cyclic adenosine monophosphate accumulation 3. At concentrations of 500 ng/mL, rhBMP-2 also enhanced the mRNA expression level of PTH/PTH related-peptide receptor in human bone cells 3. There was evidence that rhBMP-2 inhibits 1,25-dihydroxyvitamin D3-induced osteocalcin synthesis at both the mRNA and protein level. rhBMP-2 also significantly suppressed MMP-1 production and MMP-1 mRNA expression at concentrations exceeding 500 ng/mL 3.
Target
Actions
Organism

ABone morphogenetic protein receptor type-2

ligand
Humans

ABone morphogenetic protein receptor type-1A

ligand
Humans"	"DB11639"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2466-09-3"	"Angiocis"	"sodium pyrophosphate decahydrate"	"Sodium Pyrophosphate Decahydrate"	"2466-09-3"	"pyrophosphoric acid"	"XPPKVPWEQAFLFU-UHFFFAOYSA-N"	"1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)"	"OP(O)(=O)OP(O)(O)=O"	NA	""	"Target
Actions
Organism

UFarnesyl diphosphate synthase

modulator
Escherichia coli (strain K12)"	"DB04160"	"13472-36-1"	3084150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24916-50-5"	"Bi Missilor"	"spiramycin"	"Spiramycin"	"24916-50-5"	"spiramycin"	"ACTOXUHEUCPTEW-CEUOBAOPSA-N"	"1S/C43H74N2O14/c1-24-21-29(19-20-46)39(59-42-37(49)36(45(9)10)38(27(4)56-42)58-35-23-43(6,51)41(50)28(5)55-35)40(52-11)31(47)22-33(48)53-25(2)15-13-12-14-16-32(24)57-34-18-17-30(44(7)8)26(3)54-34/h12-14,16,20,24-32,34-42,47,49-51H,15,17-19,21-23H2,1-11H3/b13-12+,16-14+/t24-,25-,26-,27-,28+,29+,30+,31-,32+,34+,35+,36-,37-,38-,39+,40+,41+,42+,43-/m1/s1"	"[H][C@@]1(CC[C@@H]([C@@H](C)O1)N(C)C)O[C@H]1\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](O)[C@H](OC)[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O[C@@]3([H])C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@H]1C"	"J01RA04|J01FA02"	"0.196 mg/mL"	"The mechanism of action of macrolides has been a matter of controversy for some time. Spiramycin, a 16-membered macrolide, inhibits translocation by binding to bacterial 50S ribosomal subunits with an apparent 1 : 1 stoichiometry. This antibiotic is a potent inhibitor of the binding to the ribosome of both donor and acceptor substrates. The primary mechanism of action is done by stimulation of dissociation of peptidyl-tRNA from ribosomes during translocation.I 
Target
Actions
Organism

A50S ribosomal protein L3


antagonist
inhibitor

Streptococcus pyogenes serotype M1"	"DB06145"	NA	6419898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"24967-93-9"	"Chondroitin Sulphate Rovi"	"chondroitin sulfate"	"Chondroitin Sulfate"	"24967-93-9"	"chondroitin sulfate"	NA	NA	NA	"M01AX25"	""	"Chondroitin sulfate functions as a major component of the intricate extracellular matrix. It is proposed that chondroitin sulfate supply can provide new building blocks for the synthesis of new matrix components.4
The anti-inflammatory effect of chondroitin sulfate is thought to be caused by the inhibition of the synthesis of inflammatory intermediates such as the inhibition of nitric oxide synthase, COX-2, microsomal prostaglandin synthase 1 and prostaglandin E2. It is reported also an inhibitory activity in the toll-like receptor 4 which will later inhibit inflammatory cytokines, NFkB and MyD88. This activity suggests a modulation of the MAP kinase pathway. On the other hand, some reports have pointed out an induction on the PKC/PI3K/Akt pathway in neuroblastoma.4
The anabolic effect of chondroitin sulfate is suggested to be caused by the inhibition of metalloproteinases such as MMP-1, -3 and -13 as well as ADAMTS-4 and -5.4
Target
Actions
Organism

UBrain-derived neurotrophic factor

Not Available
Humans

UGlial cell line-derived neurotrophic factor

Not Available
Humans

UVascular endothelial growth factor A

Not Available
Humans

UC-C motif chemokine 2

Not Available
Humans"	"DB09301"	"24967-93-9"	24766	"Chondroitin Polysulfate"	"C13H21NO15S"	463.37	"CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O"	"CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O"	"InChI=1S/C13H21NO15S/c1-2(15)14-3-8(7(19)13(28-11(3)22)29-30(23,24)25)26-12-6(18)4(16)5(17)9(27-12)10(20)21/h3-9,11-13,16-19,22H,1H3,(H,14,15)(H,20,21)(H,23,24,25)/t3-,4+,5+,6-,7-,8-,9+,11-,12-,13-/m1/s1"	"KXKPYJOVDUMHGS-OSRGNVMNSA-N"	"(2S,3S,4S,5R,6R)-6-[(2R,3R,4R,5R,6R)-3-acetamido-2,5-dihydroxy-6-sulfooxyoxan-4-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid"	-4.8	463.06319014
"250705-13-6"	"Fysiofol"	"iron protein succinylate"	"Iron Protein Succinylate"	"250705-13-6"	"iron protein succinylate"	NA	NA	NA	"B03AB09"	""	"Not Available"	"DB11209"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"25122-46-7"	"Butavate"	"clobetasol propionate"	"Clobetasol Propionate"	"25122-46-7"	"clobetasol propionate"	"CBGUOGMQLZIXBE-XGQKBEPLSA-N"	"1S/C25H32ClFO5/c1-5-21(31)32-25(20(30)13-26)14(2)10-18-17-7-6-15-11-16(28)8-9-22(15,3)24(17,27)19(29)12-23(18,25)4/h8-9,11,14,17-19,29H,5-7,10,12-13H2,1-4H3/t14-,17-,18-,19-,22-,23-,24-,25-/m0/s1"	"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"	NA	"0.00413 mg/mL"	"The short term effects of corticosteroids are decreased vasodilation and permeability of capillaries, as well as decreased leukocyte migration to sites of inflammation.5 Corticosteroids binding to the glucocorticoid receptor mediates changes in gene expression that lead to multiple downstream effects over hours to days.5
Glucocorticoids inhibit neutrophil apoptosis and demargination; they inhibit phospholipase A2, which decreases the formation of arachidonic acid derivatives; they inhibit NF-Kappa B and other inflammatory transcription factors; they promote anti-inflammatory genes like interleukin-10.5
Lower doses of corticosteroids provide an anti-inflammatory effect, while higher doses are immunosuppressive.5 High doses of glucocorticoids for an extended period bind to the mineralocorticoid receptor, raising sodium levels and decreasing potassium levels.5
Target
Actions
Organism

AGlucocorticoid receptor

agonist
Humans

UAnnexin A1

inducer
Humans

UMineralocorticoid receptor

agonist
Humans"	"DB01013"	"25122-46-7"	32798	"Clobetasol Propionate"	"C25H32ClFO5"	467	"CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl"	"CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl"	"InChI=1S/C25H32ClFO5/c1-5-21(31)32-25(20(30)13-26)14(2)10-18-17-7-6-15-11-16(28)8-9-22(15,3)24(17,27)19(29)12-23(18,25)4/h8-9,11,14,17-19,29H,5-7,10,12-13H2,1-4H3/t14-,17-,18-,19-,22-,23-,24-,25-/m0/s1"	"CBGUOGMQLZIXBE-XGQKBEPLSA-N"	"[(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate"	3.8	466.19223
"253128-41-5"	"Halaven"	"eribulin"	"Eribulin"	"253128-41-5"	"eribulin"	"UFNVPOGXISZXJD-JBQZKEIOSA-N"	"1S/C40H59NO11/c1-19-11-24-5-7-28-20(2)12-26(45-28)9-10-40-17-33-36(51-40)37-38(50-33)39(52-40)35-29(49-37)8-6-25(47-35)13-22(42)14-27-31(16-30(46-24)21(19)3)48-32(34(27)44-4)15-23(43)18-41/h19,23-39,43H,2-3,5-18,41H2,1,4H3/t19-,23+,24+,25-,26+,27+,28+,29+,30-,31+,32-,33-,34-,35+,36+,37+,38-,39+,40+/m1/s1"	"[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@H]7O[C@@]8(C[C@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2"	"L01XX41"	"0.0798 mg/mL"	"Eribulin inhibits the growth phase of microtubules without affecting the shortening phase and sequesters tubulin into nonproductive aggregates. Eribulin exerts its effects via a tubulin-based antimitotic mechanism leading to G2/M cell-cycle block, disruption of mitotic spindles, and, ultimately, apoptotic cell death after prolonged mitotic blockage. [FDA]
Target
Actions
Organism

UApoptosis regulator Bcl-2

Not Available
Humans

UTubulin beta-1 chain

Not Available
Humans"	"DB08871"	NA	11354606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"25322-68-3"	"Casenjunior"	"macrogol 4000"	"Macrogol 4000"	"25322-68-3"	"polyethylene glycol"	NA	NA	NA	"A06AD15|A06AD65"	""	"Osmotic laxatives contain substances that are poorly absorbable and draw water into the lumen of the bowel.9 Polyethylene glycol functions is an osmotic laxative that causes increased water retention in the lumen of the colon by binding to water molecules, thereby producing loose stools.4,5"	"DB09287"	"15272-95-4"	27174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2552-55-8"	"Cefamanit Zur Anwendung Bei Kindern Über 12 Jahren Und Erwachsenen"	"amanita muscaria"	"Amanita Muscaria D6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2552-55-8"	1233	"Amanita Muscaria"	"C5H6N2O4"	158.11	"C1=C(ONC1=O)C(C(=O)O)N"	"C1=C(ONC1=O)C(C(=O)O)N"	"InChI=1S/C5H6N2O4/c6-4(5(9)10)2-1-3(8)7-11-2/h1,4H,6H2,(H,7,8)(H,9,10)"	"IRJCBFDCFXCWGO-UHFFFAOYSA-N"	"2-amino-2-(3-oxo-1,2-oxazol-5-yl)acetic acid"	-3.9	158.03275668
"2557-49-5"	"Murode"	"diflorasone diacetate"	"Diflorasone Diacetate"	"2557-49-5"	"diflorasone"	"WXURHACBFYSXBI-XHIJKXOTSA-N"	"1S/C22H28F2O5/c1-11-6-13-14-8-16(23)15-7-12(26)4-5-19(15,2)21(14,24)17(27)9-20(13,3)22(11,29)18(28)10-25/h4-5,7,11,13-14,16-17,25,27,29H,6,8-10H2,1-3H3/t11-,13-,14-,16-,17-,19-,20-,21-,22-/m0/s1"	"[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	"D07AC10"	"0.0853 mg/mL"	"The precise mechanism of the antiinflammatory activity of topical steroids in the treatment of steroid-responsive dermatoses, in general, is uncertain. However, corticosteroids are thought to act by the induction of phospholipase A2 inhibitory proteins, collectively called lipocortins. It is postulated that these proteins control the biosynthesis of potent mediators of inflammation such as prostaglandins and leukotrienes by inhibiting the release of their common precursor arachidonic acid. Arachidonic acid is released from membrane phospholipids by phospholipase A2.
Target
Actions
Organism

AGlucocorticoid receptor

agonist
Humans"	"DB00223"	"33564-31-7"	71414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
